NOC,Year,Sport,Bronze,Gold,Silver,Total
DEN,2020,Sailing,0.0,1.0,0.0,1.0
DEN,2020,Shooting,0.0,0.0,1.0,1.0
DEN,2020,Swimming,1.0,0.0,0.0,1.0
DEN,2024,Badminton,0.0,1.0,0.0,1.0
DEN,2024,Canoe Sprint,1.0,0.0,0.0,1.0
DEN,2024,Cycling Track,1.0,0.0,0.0,1.0
DEN,2024,Equestrian,0.0,0.0,4.0,4.0
DEN,2024,Handball,15.0,16.0,0.0,31.0
DEN,2024,Sailing,0.0,0.0,1.0,1.0
DEN,2024,Taekwondo,1.0,0.0,0.0,1.0
DEN,2024,Wrestling,1.0,0.0,0.0,1.0
DMA,2024,Athletics,0.0,1.0,0.0,1.0
DOM,2004,Athletics,0.0,1.0,0.0,1.0
DOM,2008,Boxing,0.0,1.0,0.0,1.0
DOM,2008,Taekwondo,0.0,0.0,1.0,1.0
DOM,2012,Athletics,0.0,1.0,1.0,2.0
DOM,2016,Taekwondo,1.0,0.0,0.0,1.0
DOM,2020,Athletics,0.0,0.0,6.0,6.0
DOM,2020,Baseball/Softball,24.0,0.0,0.0,24.0
DOM,2020,Weightlifting,1.0,0.0,1.0,2.0
DOM,2024,Athletics,0.0,1.0,0.0,1.0
DOM,2024,Boxing,2.0,0.0,0.0,2.0
ECU,1996,Athletics,0.0,1.0,0.0,1.0
ECU,2008,Athletics,0.0,0.0,1.0,1.0
ECU,2020,Cycling Road,0.0,1.0,0.0,1.0
ECU,2020,Weightlifting,0.0,1.0,1.0,2.0
ECU,2024,Athletics,0.0,1.0,2.0,3.0
ECU,2024,Weightlifting,2.0,0.0,0.0,2.0
ECU,2024,Wrestling,0.0,0.0,1.0,1.0
EGY,2004,Boxing,2.0,0.0,1.0,3.0
EGY,2004,Taekwondo,1.0,0.0,0.0,1.0
EGY,2004,Wrestling,0.0,1.0,0.0,1.0
EGY,2008,Judo,1.0,0.0,0.0,1.0
EGY,2012,Fencing,0.0,0.0,1.0,1.0
EGY,2012,Wrestling,0.0,0.0,1.0,1.0
EGY,2016,Taekwondo,1.0,0.0,0.0,1.0
EGY,2016,Weightlifting,2.0,0.0,0.0,2.0
EGY,2020,Karate,1.0,1.0,0.0,2.0
EGY,2020,Modern Pentathlon,0.0,0.0,1.0,1.0
EGY,2020,Taekwondo,2.0,0.0,0.0,2.0
EGY,2020,Wrestling,1.0,0.0,0.0,1.0
EGY,2024,Fencing,1.0,0.0,0.0,1.0
EGY,2024,Modern Pentathlon,0.0,1.0,0.0,1.0
EGY,2024,Weightlifting,0.0,0.0,1.0,1.0
EOR,2024,Boxing,1.0,0.0,0.0,1.0
ERI,2004,Athletics,1.0,0.0,0.0,1.0
ESP,1992,Archery,0.0,3.0,0.0,3.0
ESP,1992,Athletics,1.0,2.0,1.0,4.0
ESP,1992,Boxing,0.0,0.0,1.0,1.0
ESP,1992,Cycling,0.0,1.0,0.0,1.0
ESP,1992,Football,0.0,17.0,0.0,17.0
ESP,1992,Hockey,0.0,15.0,0.0,15.0
ESP,1992,Judo,0.0,2.0,0.0,2.0
ESP,1992,Rhythmic Gymnastics,0.0,0.0,1.0,1.0
ESP,1992,Sailing,0.0,7.0,1.0,8.0
ESP,1992,Swimming,0.0,1.0,0.0,1.0
ESP,1992,Tennis,1.0,0.0,3.0,4.0
ESP,1992,Water Polo,0.0,0.0,12.0,12.0
ESP,1996,Athletics,1.0,0.0,1.0,2.0
ESP,1996,Boxing,1.0,0.0,0.0,1.0
ESP,1996,Cycling,0.0,1.0,1.0,2.0
ESP,1996,Handball,16.0,0.0,0.0,16.0
ESP,1996,Hockey,0.0,0.0,16.0,16.0
ESP,1996,Judo,2.0,0.0,1.0,3.0
ESP,1996,Rhythmic Gymnastics,0.0,6.0,0.0,6.0
ESP,1996,Sailing,0.0,4.0,0.0,4.0
ESP,1996,Tennis,2.0,0.0,2.0,4.0
ESP,1996,Water Polo,0.0,12.0,0.0,12.0
ESP,2000,Athletics,1.0,0.0,0.0,1.0
ESP,2000,Boxing,0.0,0.0,1.0,1.0
ESP,2000,Cycling,1.0,1.0,0.0,2.0
ESP,2000,Football,0.0,0.0,17.0,17.0
ESP,2000,Gymnastics,0.0,1.0,0.0,1.0
ESP,2000,Handball,15.0,0.0,0.0,15.0
ESP,2000,Judo,0.0,1.0,0.0,1.0
ESP,2000,Swimming,1.0,0.0,0.0,1.0
ESP,2000,Taekwondo,0.0,0.0,1.0,1.0
ESP,2000,Tennis,2.0,0.0,0.0,2.0
ESP,2004,Athletics,2.0,0.0,1.0,3.0
ESP,2004,Beach Volleyball,0.0,0.0,2.0,2.0
ESP,2004,Canoeing,0.0,1.0,1.0,2.0
ESP,2004,Cycling,5.0,0.0,3.0,8.0
ESP,2004,Equestrianism,1.0,0.0,4.0,5.0
ESP,2004,Gymnastics,1.0,1.0,0.0,2.0
ESP,2004,Sailing,0.0,2.0,3.0,5.0
ESP,2004,Shooting,0.0,0.0,1.0,1.0
ESP,2004,Tennis,0.0,0.0,2.0,2.0
ESP,2008,Basketball,0.0,0.0,12.0,12.0
ESP,2008,Canoeing,0.0,2.0,2.0,4.0
ESP,2008,Cycling,1.0,2.0,2.0,5.0
ESP,2008,Fencing,1.0,0.0,0.0,1.0
ESP,2008,Gymnastics,0.0,0.0,1.0,1.0
ESP,2008,Handball,14.0,0.0,0.0,14.0
ESP,2008,Hockey,0.0,0.0,16.0,16.0
ESP,2008,Sailing,0.0,2.0,2.0,4.0
ESP,2008,Synchronized Swimming,0.0,0.0,10.0,10.0
ESP,2008,Tennis,0.0,1.0,2.0,3.0
ESP,2012,Basketball,0.0,0.0,12.0,12.0
ESP,2012,Canoeing,1.0,0.0,2.0,3.0
ESP,2012,Handball,15.0,0.0,0.0,15.0
ESP,2012,Sailing,0.0,4.0,0.0,4.0
ESP,2012,Swimming,0.0,0.0,2.0,2.0
ESP,2012,Synchronized Swimming,8.0,0.0,2.0,10.0
ESP,2012,Taekwondo,0.0,1.0,2.0,3.0
ESP,2012,Triathlon,0.0,0.0,1.0,1.0
ESP,2012,Water Polo,0.0,0.0,12.0,12.0
ESP,2012,Wrestling,1.0,0.0,0.0,1.0
ESP,2016,Athletics,0.0,1.0,1.0,2.0
ESP,2016,Badminton,0.0,1.0,0.0,1.0
ESP,2016,Basketball,12.0,0.0,12.0,24.0
ESP,2016,Canoeing,1.0,4.0,0.0,5.0
ESP,2016,Cycling,1.0,0.0,0.0,1.0
ESP,2016,Rhythmic Gymnastics,0.0,0.0,5.0,5.0
ESP,2016,Swimming,1.0,1.0,0.0,2.0
ESP,2016,Taekwondo,1.0,0.0,1.0,2.0
ESP,2016,Tennis,0.0,2.0,0.0,2.0
ESP,2016,Weightlifting,1.0,0.0,0.0,1.0
ESP,2020,Artistic Gymnastics,0.0,0.0,1.0,1.0
ESP,2020,Athletics,1.0,0.0,0.0,1.0
ESP,2020,Canoe Slalom,0.0,0.0,1.0,1.0
ESP,2020,Canoe Sprint,0.0,0.0,5.0,5.0
ESP,2020,Cycling Mountain Bike,1.0,0.0,0.0,1.0
ESP,2020,Football,0.0,0.0,22.0,22.0
ESP,2020,Handball,16.0,0.0,0.0,16.0
ESP,2020,Karate,0.0,1.0,1.0,2.0
ESP,2020,Sailing,3.0,0.0,0.0,3.0
ESP,2020,Shooting,0.0,2.0,0.0,2.0
ESP,2020,Sport Climbing,0.0,1.0,0.0,1.0
ESP,2020,Taekwondo,0.0,0.0,1.0,1.0
ESP,2020,Tennis,1.0,0.0,0.0,1.0
ESP,2020,Water Polo,0.0,0.0,13.0,13.0
ESP,2024,3x3 Basketball,0.0,0.0,4.0,4.0
ESP,2024,Artistic Swimming,9.0,0.0,0.0,9.0
ESP,2024,Athletics,1.0,3.0,1.0,5.0
ESP,2024,Boxing,1.0,0.0,1.0,2.0
ESP,2024,Canoe Slalom,1.0,0.0,0.0,1.0
ESP,2024,Canoe Sprint,6.0,0.0,0.0,6.0
ESP,2024,Football,0.0,22.0,0.0,22.0
ESP,2024,Handball,15.0,0.0,0.0,15.0
ESP,2024,Judo,1.0,0.0,0.0,1.0
ESP,2024,Sailing,0.0,2.0,0.0,2.0
ESP,2024,Tennis,2.0,0.0,1.0,3.0
ESP,2024,Water Polo,0.0,13.0,0.0,13.0
EST,1992,Cycling,0.0,1.0,0.0,1.0
EST,1992,Sailing,2.0,0.0,0.0,2.0
EST,2000,Athletics,0.0,1.0,0.0,1.0
EST,2000,Judo,2.0,0.0,0.0,2.0
EST,2004,Athletics,1.0,0.0,0.0,1.0
EST,2004,Judo,1.0,0.0,0.0,1.0
EST,2004,Rowing,0.0,0.0,1.0,1.0
EST,2008,Athletics,0.0,1.0,0.0,1.0
EST,2008,Rowing,0.0,0.0,2.0,2.0
EST,2012,Athletics,1.0,0.0,0.0,1.0
EST,2012,Wrestling,0.0,0.0,1.0,1.0
EST,2016,Rowing,4.0,0.0,0.0,4.0
EST,2020,Fencing,1.0,4.0,0.0,5.0
ETH,1992,Athletics,2.0,1.0,0.0,3.0
ETH,1996,Athletics,1.0,2.0,0.0,3.0
ETH,2000,Athletics,3.0,4.0,1.0,8.0
ETH,2004,Athletics,2.0,2.0,3.0,7.0
ETH,2008,Athletics,2.0,4.0,1.0,7.0
ETH,2012,Athletics,3.0,3.0,1.0,7.0
ETH,2016,Athletics,5.0,1.0,2.0,8.0
ETH,2020,Athletics,2.0,1.0,1.0,4.0
ETH,2024,Athletics,0.0,1.0,3.0,4.0
EUN,1992,Archery,4.0,0.0,0.0,4.0
EUN,1992,Athletics,3.0,12.0,14.0,29.0
EUN,1992,Basketball,0.0,12.0,0.0,12.0
EUN,1992,Boxing,1.0,0.0,1.0,2.0
EUN,1992,Canoeing,0.0,2.0,1.0,3.0
EUN,1992,Diving,1.0,0.0,2.0,3.0
EUN,1992,Fencing,6.0,5.0,2.0,13.0
EUN,1992,Gymnastics,4.0,19.0,5.0,28.0
EUN,1992,Handball,13.0,12.0,0.0,25.0
EUN,1992,Judo,2.0,2.0,0.0,4.0
EUN,1992,Modern Pentathlon,1.0,0.0,3.0,4.0
EUN,1992,Rhythmic Gymnastics,1.0,1.0,0.0,2.0
EUN,1992,Rowing,4.0,0.0,0.0,4.0
EUN,1992,Shooting,1.0,5.0,2.0,8.0
EUN,1992,Swimming,5.0,11.0,14.0,30.0
EUN,1992,Tennis,3.0,0.0,0.0,3.0
EUN,1992,Volleyball,0.0,0.0,8.0,8.0
EUN,1992,Water Polo,13.0,0.0,0.0,13.0
EUN,1992,Weightlifting,0.0,5.0,4.0,9.0
EUN,1992,Wrestling,5.0,6.0,5.0,16.0
FIJ,2016,Rugby Sevens,0.0,13.0,0.0,13.0
FIJ,2020,Rugby Sevens,13.0,13.0,0.0,26.0
FIJ,2024,Rugby Sevens,0.0,0.0,14.0,14.0
FIN,1992,Archery,0.0,0.0,3.0,3.0
FIN,1992,Athletics,0.0,0.0,1.0,1.0
FIN,1992,Boxing,1.0,0.0,0.0,1.0
FIN,1992,Canoeing,0.0,1.0,0.0,1.0
FIN,1992,Swimming,1.0,0.0,0.0,1.0
FIN,1996,Athletics,1.0,1.0,0.0,2.0
FIN,1996,Swimming,0.0,0.0,1.0,1.0
FIN,1996,Wrestling,0.0,0.0,1.0,1.0
FIN,2000,Athletics,0.0,1.0,0.0,1.0
FIN,2000,Sailing,0.0,2.0,0.0,2.0
FIN,2000,Shooting,0.0,0.0,1.0,1.0
FIN,2000,Wrestling,1.0,0.0,0.0,1.0
FIN,2004,Shooting,0.0,0.0,1.0,1.0
FIN,2004,Wrestling,0.0,0.0,1.0,1.0
FIN,2008,Athletics,1.0,0.0,0.0,1.0
FIN,2008,Rowing,0.0,0.0,2.0,2.0
FIN,2008,Shooting,1.0,1.0,0.0,2.0
FIN,2012,Athletics,1.0,0.0,0.0,1.0
FIN,2012,Sailing,3.0,0.0,1.0,4.0
FIN,2016,Boxing,1.0,0.0,0.0,1.0
FIN,2020,Boxing,1.0,0.0,0.0,1.0
FIN,2020,Swimming,1.0,0.0,0.0,1.0
FRA,1992,Archery,0.0,1.0,0.0,1.0
FRA,1992,Athletics,0.0,1.0,0.0,1.0
FRA,1992,Canoeing,5.0,0.0,1.0,6.0
FRA,1992,Cycling,4.0,0.0,1.0,5.0
FRA,1992,Equestrianism,4.0,0.0,0.0,4.0
FRA,1992,Fencing,7.0,2.0,0.0,9.0
FRA,1992,Handball,16.0,0.0,0.0,16.0
FRA,1992,Judo,4.0,2.0,1.0,7.0
FRA,1992,Sailing,0.0,3.0,0.0,3.0
FRA,1992,Shooting,0.0,0.0,1.0,1.0
FRA,1992,Swimming,3.0,0.0,0.0,3.0
FRA,1992,Table Tennis,0.0,0.0,1.0,1.0
FRA,1996,Athletics,1.0,3.0,0.0,4.0
FRA,1996,Canoeing,2.0,2.0,0.0,4.0
FRA,1996,Cycling,1.0,8.0,3.0,12.0
FRA,1996,Equestrianism,1.0,0.0,0.0,1.0
FRA,1996,Fencing,5.0,4.0,2.0,11.0
FRA,1996,Judo,3.0,3.0,0.0,6.0
FRA,1996,Rowing,6.0,0.0,4.0,10.0
FRA,1996,Shooting,1.0,1.0,0.0,2.0
FRA,1996,Wrestling,0.0,0.0,1.0,1.0
FRA,2000,Basketball,0.0,0.0,12.0,12.0
FRA,2000,Boxing,1.0,1.0,0.0,2.0
FRA,2000,Canoeing,1.0,1.0,1.0,3.0
FRA,2000,Cycling,1.0,7.0,2.0,10.0
FRA,2000,Fencing,1.0,4.0,9.0,14.0
FRA,2000,Gymnastics,0.0,0.0,2.0,2.0
FRA,2000,Judo,2.0,2.0,2.0,6.0
FRA,2000,Rowing,2.0,6.0,0.0,8.0
FRA,2000,Shooting,0.0,1.0,1.0,2.0
FRA,2000,Swimming,0.0,0.0,1.0,1.0
FRA,2000,Synchronized Swimming,2.0,0.0,0.0,2.0
FRA,2000,Table Tennis,2.0,0.0,0.0,2.0
FRA,2000,Taekwondo,1.0,0.0,0.0,1.0
FRA,2000,Tennis,1.0,0.0,0.0,1.0
FRA,2004,Athletics,5.0,0.0,0.0,5.0
FRA,2004,Boxing,0.0,0.0,1.0,1.0
FRA,2004,Canoeing,1.0,2.0,0.0,3.0
FRA,2004,Cycling,3.0,1.0,1.0,5.0
FRA,2004,Equestrianism,0.0,5.0,0.0,5.0
FRA,2004,Fencing,5.0,8.0,1.0,14.0
FRA,2004,Gymnastics,0.0,1.0,0.0,1.0
FRA,2004,Judo,0.0,0.0,1.0,1.0
FRA,2004,Rowing,0.0,2.0,2.0,4.0
FRA,2004,Sailing,2.0,1.0,0.0,3.0
FRA,2004,Swimming,3.0,1.0,2.0,6.0
FRA,2004,Taekwondo,1.0,0.0,1.0,2.0
FRA,2004,Tennis,0.0,0.0,1.0,1.0
FRA,2004,Wrestling,2.0,0.0,0.0,2.0
FRA,2008,Archery,3.0,0.0,0.0,3.0
FRA,2008,Athletics,1.0,0.0,1.0,2.0
FRA,2008,Boxing,1.0,0.0,2.0,3.0
FRA,2008,Canoeing,2.0,0.0,1.0,3.0
FRA,2008,Cycling,1.0,2.0,6.0,9.0
FRA,2008,Fencing,0.0,6.0,2.0,8.0
FRA,2008,Gymnastics,1.0,0.0,1.0,2.0
FRA,2008,Handball,0.0,15.0,0.0,15.0
FRA,2008,Judo,2.0,0.0,2.0,4.0
FRA,2008,Rowing,8.0,0.0,0.0,8.0
FRA,2008,Sailing,3.0,0.0,1.0,4.0
FRA,2008,Shooting,1.0,0.0,0.0,1.0
FRA,2008,Swimming,3.0,1.0,7.0,11.0
FRA,2008,Taekwondo,1.0,0.0,0.0,1.0
FRA,2008,Weightlifting,0.0,0.0,1.0,1.0
FRA,2008,Wrestling,1.0,1.0,0.0,2.0
FRA,2012,Athletics,4.0,1.0,1.0,6.0
FRA,2012,Basketball,0.0,0.0,12.0,12.0
FRA,2012,Canoeing,0.0,2.0,0.0,2.0
FRA,2012,Cycling,0.0,1.0,5.0,6.0
FRA,2012,Gymnastics,1.0,0.0,0.0,1.0
FRA,2012,Handball,0.0,15.0,0.0,15.0
FRA,2012,Judo,5.0,2.0,0.0,7.0
FRA,2012,Rowing,0.0,0.0,2.0,2.0
FRA,2012,Sailing,1.0,0.0,0.0,1.0
FRA,2012,Shooting,1.0,0.0,1.0,2.0
FRA,2012,Swimming,6.0,9.0,6.0,21.0
FRA,2012,Taekwondo,1.0,0.0,1.0,2.0
FRA,2012,Tennis,2.0,0.0,2.0,4.0
FRA,2012,Wrestling,1.0,0.0,0.0,1.0
FRA,2016,Archery,0.0,0.0,1.0,1.0
FRA,2016,Athletics,3.0,0.0,3.0,6.0
FRA,2016,Boxing,2.0,2.0,2.0,6.0
FRA,2016,Canoeing,2.0,1.0,1.0,4.0
FRA,2016,Cycling,3.0,0.0,0.0,3.0
FRA,2016,Equestrianism,0.0,8.0,1.0,9.0
FRA,2016,Fencing,1.0,4.0,4.0,9.0
FRA,2016,Handball,0.0,0.0,31.0,31.0
FRA,2016,Judo,1.0,2.0,2.0,5.0
FRA,2016,Modern Pentathlon,0.0,0.0,1.0,1.0
FRA,2016,Rowing,4.0,2.0,0.0,6.0
FRA,2016,Sailing,3.0,1.0,0.0,4.0
FRA,2016,Shooting,1.0,0.0,1.0,2.0
FRA,2016,Swimming,1.0,0.0,7.0,8.0
FRA,2016,Taekwondo,0.0,0.0,1.0,1.0
FRA,2020,Athletics,0.0,0.0,1.0,1.0
FRA,2020,Basketball,12.0,0.0,12.0,24.0
FRA,2020,Cycling Track,7.0,0.0,0.0,7.0
FRA,2020,Equestrian,3.0,0.0,0.0,3.0
FRA,2020,Fencing,1.0,5.0,8.0,14.0
FRA,2020,Handball,0.0,32.0,0.0,32.0
FRA,2020,Judo,3.0,12.0,3.0,18.0
FRA,2020,Karate,0.0,1.0,0.0,1.0
FRA,2020,Rowing,0.0,2.0,2.0,4.0
FRA,2020,Rugby Sevens,0.0,0.0,13.0,13.0
FRA,2020,Sailing,2.0,0.0,2.0,4.0
FRA,2020,Shooting,0.0,1.0,0.0,1.0
FRA,2020,Swimming,0.0,0.0,1.0,1.0
FRA,2020,Taekwondo,1.0,0.0,0.0,1.0
FRA,2020,Triathlon,5.0,0.0,0.0,5.0
FRA,2020,Volleyball,0.0,12.0,0.0,12.0
FRA,2024,3x3 Basketball,0.0,0.0,4.0,4.0
FRA,2024,Archery,1.0,0.0,3.0,4.0
FRA,2024,Athletics,0.0,0.0,1.0,1.0
FRA,2024,Basketball,0.0,0.0,24.0,24.0
FRA,2024,Boxing,1.0,0.0,2.0,3.0
FRA,2024,Breaking,0.0,0.0,1.0,1.0
FRA,2024,Canoe Slalom,0.0,1.0,2.0,3.0
FRA,2024,Cycling BMX Freestyle,1.0,0.0,0.0,1.0
FRA,2024,Cycling BMX Racing,1.0,1.0,1.0,3.0
FRA,2024,Cycling Mountain Bike,0.0,1.0,1.0,2.0
FRA,2024,Cycling Road,1.0,0.0,1.0,2.0
FRA,2024,Cycling Track,0.0,1.0,0.0,1.0
FRA,2024,Equestrian,4.0,0.0,4.0,8.0
FRA,2024,Fencing,8.0,1.0,7.0,16.0
FRA,2024,Football,0.0,0.0,21.0,21.0
FRA,2024,Handball,0.0,0.0,17.0,17.0
FRA,2024,Judo,6.0,15.0,2.0,23.0
FRA,2024,Modern Pentathlon,0.0,0.0,1.0,1.0
FRA,2024,Rugby Sevens,0.0,13.0,0.0,13.0
FRA,2024,Sailing,2.0,0.0,1.0,3.0
FRA,2024,Shooting,0.0,0.0,1.0,1.0
FRA,2024,Surfing,1.0,1.0,0.0,2.0
FRA,2024,Swimming,7.0,4.0,1.0,12.0
FRA,2024,Table Tennis,4.0,0.0,0.0,4.0
FRA,2024,Taekwondo,1.0,1.0,0.0,2.0
FRA,2024,Triathlon,1.0,1.0,0.0,2.0
FRA,2024,Volleyball,0.0,13.0,0.0,13.0
GAB,2012,Taekwondo,0.0,0.0,1.0,1.0
GBR,1992,Archery,4.0,0.0,0.0,4.0
GBR,1992,Athletics,12.0,2.0,0.0,14.0
GBR,1992,Boxing,1.0,0.0,0.0,1.0
GBR,1992,Canoeing,0.0,0.0,1.0,1.0
GBR,1992,Cycling,0.0,1.0,0.0,1.0
GBR,1992,Hockey,16.0,0.0,0.0,16.0
GBR,1992,Judo,2.0,0.0,2.0,4.0
GBR,1992,Rowing,0.0,5.0,0.0,5.0
GBR,1992,Sailing,3.0,0.0,0.0,3.0
GBR,1992,Swimming,1.0,0.0,0.0,1.0
GBR,1996,Athletics,2.0,0.0,9.0,11.0
GBR,1996,Cycling,2.0,0.0,0.0,2.0
GBR,1996,Rowing,4.0,2.0,0.0,6.0
GBR,1996,Sailing,0.0,0.0,3.0,3.0
GBR,1996,Swimming,1.0,0.0,1.0,2.0
GBR,1996,Tennis,0.0,0.0,2.0,2.0
GBR,2000,Athletics,2.0,2.0,2.0,6.0
GBR,2000,Badminton,2.0,0.0,0.0,2.0
GBR,2000,Boxing,0.0,1.0,0.0,1.0
GBR,2000,Canoeing,1.0,0.0,1.0,2.0
GBR,2000,Cycling,6.0,1.0,3.0,10.0
GBR,2000,Equestrianism,0.0,0.0,4.0,4.0
GBR,2000,Judo,0.0,0.0,1.0,1.0
GBR,2000,Modern Pentathlon,1.0,1.0,0.0,2.0
GBR,2000,Rowing,0.0,13.0,4.0,17.0
GBR,2000,Sailing,0.0,3.0,4.0,7.0
GBR,2000,Shooting,0.0,1.0,1.0,2.0
GBR,2004,Archery,1.0,0.0,0.0,1.0
GBR,2004,Athletics,1.0,6.0,0.0,7.0
GBR,2004,Badminton,0.0,0.0,2.0,2.0
GBR,2004,Boxing,0.0,0.0,1.0,1.0
GBR,2004,Canoeing,2.0,0.0,1.0,3.0
GBR,2004,Cycling,2.0,2.0,6.0,10.0
GBR,2004,Diving,0.0,0.0,2.0,2.0
GBR,2004,Equestrianism,1.0,1.0,5.0,7.0
GBR,2004,Modern Pentathlon,1.0,0.0,0.0,1.0
GBR,2004,Rowing,2.0,4.0,6.0,12.0
GBR,2004,Sailing,3.0,4.0,2.0,9.0
GBR,2004,Swimming,2.0,0.0,0.0,2.0
GBR,2008,Athletics,5.0,1.0,2.0,8.0
GBR,2008,Boxing,2.0,1.0,0.0,3.0
GBR,2008,Canoeing,1.0,1.0,1.0,3.0
GBR,2008,Cycling,2.0,13.0,4.0,19.0
GBR,2008,Equestrianism,6.0,0.0,0.0,6.0
GBR,2008,Gymnastics,1.0,0.0,0.0,1.0
GBR,2008,Modern Pentathlon,0.0,0.0,1.0,1.0
GBR,2008,Rowing,4.0,6.0,13.0,23.0
GBR,2008,Sailing,1.0,7.0,2.0,10.0
GBR,2008,Swimming,2.0,2.0,2.0,6.0
GBR,2008,Taekwondo,1.0,0.0,0.0,1.0
GBR,2012,Athletics,1.0,4.0,1.0,6.0
GBR,2012,Boxing,1.0,3.0,1.0,5.0
GBR,2012,Canoeing,2.0,3.0,2.0,7.0
GBR,2012,Cycling,2.0,15.0,2.0,19.0
GBR,2012,Diving,1.0,0.0,0.0,1.0
GBR,2012,Equestrianism,1.0,8.0,5.0,14.0
GBR,2012,Gymnastics,7.0,0.0,1.0,8.0
GBR,2012,Hockey,16.0,0.0,0.0,16.0
GBR,2012,Judo,1.0,0.0,1.0,2.0
GBR,2012,Modern Pentathlon,0.0,0.0,1.0,1.0
GBR,2012,Rowing,12.0,10.0,6.0,28.0
GBR,2012,Sailing,0.0,1.0,7.0,8.0
GBR,2012,Shooting,0.0,1.0,0.0,1.0
GBR,2012,Swimming,2.0,0.0,1.0,3.0
GBR,2012,Taekwondo,1.0,1.0,0.0,2.0
GBR,2012,Tennis,0.0,1.0,2.0,3.0
GBR,2012,Triathlon,1.0,1.0,0.0,2.0
GBR,2016,Athletics,11.0,2.0,1.0,14.0
GBR,2016,Badminton,2.0,0.0,0.0,2.0
GBR,2016,Boxing,1.0,1.0,1.0,3.0
GBR,2016,Canoeing,0.0,2.0,4.0,6.0
GBR,2016,Cycling,2.0,14.0,4.0,20.0
GBR,2016,Diving,2.0,2.0,1.0,5.0
GBR,2016,Equestrianism,0.0,2.0,4.0,6.0
GBR,2016,Golf,0.0,1.0,0.0,1.0
GBR,2016,Gymnastics,3.0,2.0,1.0,6.0
GBR,2016,Hockey,0.0,16.0,0.0,16.0
GBR,2016,Judo,1.0,0.0,0.0,1.0
GBR,2016,Rowing,0.0,15.0,11.0,26.0
GBR,2016,Rugby Sevens,0.0,0.0,12.0,12.0
GBR,2016,Sailing,0.0,3.0,1.0,4.0
GBR,2016,Shooting,2.0,0.0,0.0,2.0
GBR,2016,Swimming,0.0,1.0,12.0,13.0
GBR,2016,Taekwondo,1.0,1.0,1.0,3.0
GBR,2016,Tennis,0.0,1.0,0.0,1.0
GBR,2016,Trampolining,0.0,0.0,1.0,1.0
GBR,2016,Triathlon,1.0,1.0,1.0,3.0
GBR,2020,Artistic Gymnastics,4.0,1.0,0.0,5.0
GBR,2020,Athletics,7.0,0.0,8.0,15.0
GBR,2020,Boxing,2.0,2.0,2.0,6.0
GBR,2020,Canoe Slalom,0.0,0.0,1.0,1.0
GBR,2020,Canoe Sprint,1.0,0.0,0.0,1.0
GBR,2020,Cycling BMX Freestyle,1.0,1.0,0.0,2.0
GBR,2020,Cycling BMX Racing,0.0,1.0,1.0,2.0
GBR,2020,Cycling Mountain Bike,0.0,1.0,0.0,1.0
GBR,2020,Cycling Track,1.0,4.0,12.0,17.0
GBR,2020,Diving,2.0,2.0,0.0,4.0
GBR,2020,Equestrian,5.0,5.0,1.0,11.0
GBR,2020,Hockey,18.0,0.0,0.0,18.0
GBR,2020,Judo,1.0,0.0,0.0,1.0
GBR,2020,Modern Pentathlon,0.0,2.0,0.0,2.0
GBR,2020,Rowing,9.0,0.0,4.0,13.0
GBR,2020,Sailing,1.0,5.0,2.0,8.0
GBR,2020,Shooting,1.0,0.0,0.0,1.0
GBR,2020,Skateboarding,1.0,0.0,0.0,1.0
GBR,2020,Swimming,1.0,12.0,7.0,20.0
GBR,2020,Taekwondo,1.0,0.0,2.0,3.0
GBR,2020,Trampoline Gymnastics,1.0,0.0,0.0,1.0
GBR,2020,Triathlon,0.0,5.0,2.0,7.0
GBR,2020,Weightlifting,0.0,0.0,1.0,1.0
GBR,2024,Artistic Gymnastics,2.0,0.0,0.0,2.0
GBR,2024,Artistic Swimming,0.0,0.0,2.0,2.0
GBR,2024,Athletics,30.0,1.0,9.0,40.0
GBR,2024,Boxing,1.0,0.0,0.0,1.0
GBR,2024,Canoe Slalom,2.0,0.0,2.0,4.0
GBR,2024,Cycling BMX Freestyle,0.0,0.0,1.0,1.0
GBR,2024,Cycling Road,0.0,0.0,1.0,1.0
GBR,2024,Cycling Track,9.0,4.0,11.0,24.0
GBR,2024,Diving,7.0,0.0,2.0,9.0
GBR,2024,Equestrian,6.0,8.0,0.0,14.0
GBR,2024,Golf,0.0,0.0,1.0,1.0
GBR,2024,Rowing,15.0,15.0,6.0,36.0
GBR,2024,Sailing,1.0,1.0,0.0,2.0
GBR,2024,Shooting,0.0,1.0,1.0,2.0
GBR,2024,Skateboarding,1.0,0.0,0.0,1.0
GBR,2024,Sport Climbing,0.0,1.0,0.0,1.0
GBR,2024,Swimming,0.0,6.0,4.0,10.0
GBR,2024,Taekwondo,0.0,0.0,1.0,1.0
GBR,2024,Trampoline Gymnastics,0.0,1.0,0.0,1.0
GBR,2024,Triathlon,1.0,1.0,0.0,2.0
GBR,2024,Weightlifting,1.0,0.0,0.0,1.0
GEO,1996,Judo,1.0,0.0,0.0,1.0
GEO,1996,Wrestling,1.0,0.0,0.0,1.0
GEO,2000,Boxing,1.0,0.0,0.0,1.0
GEO,2000,Judo,1.0,0.0,0.0,1.0
GEO,2000,Weightlifting,1.0,0.0,0.0,1.0
GEO,2000,Wrestling,3.0,0.0,0.0,3.0
